Time;Value
0;-14,96182
360;-11,15004
720;-11,11159
1080;-14,65811
1440;-10,7727
1800;-12,58904
2160;-11,37979
2520;-10,36818
2880;-10,03508
3240;-11,98266
3600;-10,14823
3960;-13,65266
4320;-14,26148
4680;-12,38636
5040;-12,79378
5400;-12,44349
5760;-12,43943
6120;-10,93335
6480;-14,99246
6840;-10,57109
7200;-13,87774
7560;-10,59604
7920;-11,70902
8280;-13,38216
8640;-14,3483
9000;-14,86276
9360;-13,30998
9720;-11,73856
10080;-14,51021
10440;-11,29818
10800;-10,42937
11160;-13,17479
11520;-11,84062
11880;-13,14105
12240;-10,0838
12600;-12,10529
12960;-12,05035
13320;-11,05134
13680;-14,79705
14040;-14,507
14400;-14,62703
14760;-10,41171
15120;-12,12359
15480;-13,63215
15840;-11,43801
16200;-11,23724
16560;-14,35015
16920;-14,7174
17280;-13,56405
17640;-11,24487
18000;-13,81181
18360;-11,17906
18720;-12,64251
19080;-14,19914
19440;-12,06238
19800;-10,7856
20160;-10,66031
20520;-12,34101
20880;-11,77206
21240;-14,56875
21600;-10,62958
21960;-14,97264
22320;-10,90705
22680;-10,40357
23040;-13,01874
23400;-11,72703
23760;-10,1131
24120;-13,74027
24480;-12,94781
24840;-14,90707
25200;-12,75713
25560;-10,96317
25920;-13,57595
26280;-14,16983
26640;-10,35182
