Time;Value
0;1
360;1
720;1
1080;1
1440;1
1800;1
2160;1
2520;1
2880;1
3240;1
3600;1
3960;1
4320;1
4680;1
5040;1
5400;1
5760;1
6120;1
6480;1
6840;1
7200;1
7560;1
7920;1
8280;1
8640;1
9000;1
9360;1
9720;0
10080;0
10440;0
10800;0
11160;0
11520;0
11880;0
12240;0
12600;0
12960;0
13320;0
13680;0
14040;0
14400;0
14760;0
15120;0
15480;0
15840;0
16200;0
16560;0
16920;0
17280;0
17640;0
18000;0
18360;0
18720;0
19080;0
19440;2
19800;2
20160;2
20520;2
20880;2
21240;2
21600;2
21960;2
22320;2
22680;2
23040;2
23400;2
23760;2
24120;2
24480;2
24840;2
25200;2
25560;2
25920;2
26280;2
26640;2
