Time;Value
0;2
360;2
720;2
1080;2
1440;2
1800;0
2160;0
2520;0
2880;0
3240;0
3600;0
3960;0
4320;0
4680;0
5040;0
5400;0
5760;0
6120;0
6480;0
6840;0
7200;0
7560;0
7920;0
8280;0
8640;0
9000;0
9360;0
9720;0
10080;0
10440;0
10800;0
11160;0
11520;1
11880;1
12240;1
12600;1
12960;1
13320;1
13680;1
14040;1
14400;1
14760;1
15120;1
15480;1
15840;1
16200;1
16560;1
16920;1
17280;1
17640;1
18000;1
18360;1
18720;1
19080;1
19440;1
19800;2
20160;2
20520;2
20880;2
21240;2
21600;2
21960;2
22320;2
22680;2
23040;2
23400;2
23760;2
24120;2
24480;2
24840;2
25200;2
25560;2
25920;2
26280;2
26640;2
