Time;Value
0;18431,21751
360;8837,294599
720;20849,29094
1080;4819,678852
1440;26739,63592
1800;1884,352165
2160;1610,893819
2520;23875,32919
2880;1423,588804
3240;2747,850055
3600;28810,29178
3960;6592,223775
4320;24402,24227
4680;10400,8701
5040;8178,097397
5400;7220,657551
5760;15797,90415
6120;2521,973856
6480;16932,32171
6840;3819,473161
7200;20649,67647
7560;4378,100313
7920;15787,19566
8280;22112,33237
8640;27246,59873
9000;17343,36094
9360;21071,55186
9720;4371,293665
10080;1319,239239
10440;6093,086203
10800;25907,33609
11160;25011,94233
11520;11537,14881
11880;27389,41517
12240;11357,65067
12600;21312,79857
12960;28487,47382
13320;29756,32066
13680;2504,92667
14040;29106,94277
14400;16061,61971
14760;10864,18637
15120;13244,63531
15480;15886,57707
15840;5878,887274
16200;16144,53986
16560;24559,10549
16920;24888,68792
17280;15691,9384
17640;8765,940687
18000;22839,3875
18360;16617,88929
18720;20146,49466
19080;3852,879499
19440;166,6886294
19800;25012,72191
20160;5850,320593
20520;10195,14943
20880;15839,2855
21240;2050,509148
21600;22180,77974
21960;5708,18617
22320;9754,491041
22680;16584,22125
23040;19971,68225
23400;23101,69667
23760;26687,41543
24120;2815,887276
24480;15014,90639
24840;2894,637019
25200;8047,900425
25560;16778,24668
25920;19128,58034
26280;21537,03046
26640;3022,656528
